"binding_id","variant_id","variant_name","base_pattern_id","base_edge_id","strategy_family_id","edge_type","from_state_id","to_state_id","predicate_id","predicate_text","predicate_classes","side_binding","terminal_direction","condition_selectors","condition_candidate_ids","condition_candidate_keys","contradiction_condition_ids","contradiction_condition_keys","freshness_condition_ids","freshness_condition_keys","location_code","location_condition_ids","location_availability","evaluation_contract","observability","implementation_status","expiry_class","binding_status"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-PREVIOUS_DAY_EXTREME-001::E03","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-PREVIOUS_DAY_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Previous Day High","PAT-EXH-LIQUIDATION-CASCADE-END-001","PAT-EXH-LIQUIDATION-CASCADE-END-001::E03","STR-EXHAUSTION-REVERSAL","ADVANCE","S02_OBSERVED","S03_OBSERVED","OPR-069","cascade spike","LIQUIDATION_FLOW","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","SIDE_RESOLVED","CD-G12-024 CD-G12-027 CD-G12-030 CD-G16-046 CD-G16-047","observed_liquidation_buy_notional_5s observed_liquidation_sell_notional_5s observed_liquidation_imbalance_5s observed_liquidation_led_upmove observed_liquidation_led_downmove","CD-G12-030","observed_liquidation_imbalance_5s","CD-G01-006 CD-G01-009 CD-G01-011 CD-G01-021 CD-G01-027","liquidation_event_fresh exchange_clock_aligned event_order_monotonic cross_source_time_aligned window_complete","PREVIOUS_DAY_EXTREME","CD-G03-015 CD-G03-016","AVAILABLE","ALL predicate classes true with fresh evidence after prior transition; no snapshot shortcut.","HYBRID","COMPOSITE_CONDITION_AVAILABLE","EVENT","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-PREVIOUS_DAY_EXTREME-001::E04","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-PREVIOUS_DAY_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Previous Day High","PAT-EXH-LIQUIDATION-CASCADE-END-001","PAT-EXH-LIQUIDATION-CASCADE-END-001::E04","STR-EXHAUSTION-REVERSAL","ADVANCE","S03_OBSERVED","S04_OBSERVED","OPR-070","forced flow peak後にorganic follow-through欠如","BREAKOUT_FAILURE LIQUIDATION_FLOW PRICE_PROGRESS","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","SIDE_RESOLVED","CD-G16-023 CD-G16-024 CD-G09-034 CD-G09-038 CD-G12-024 CD-G12-027 CD-G12-030 CD-G16-046 CD-G16-047 CD-G09-002 CD-G09-006 CD-G09-018 CD-G09-022 CD-G16-021 CD-G16-022","upside_breakout_failure downside_breakout_failure reversion_from_window_high_1s reversion_from_window_low_1s observed_liquidation_buy_notional_5s observed_liquidation_sell_notional_5s observed_liquidation_imbalance_5s observed_liquidation_led_upmove observed_liquidation_led_downmove upward_progress_ticks_1s downward_progress_ticks_1s buy_efficiency_1s sell_efficiency_1s upside_breakout_follow_through downside_breakout_follow_through","CD-G16-021 CD-G16-022 CD-G12-030 CD-G09-026 CD-G09-030","upside_breakout_follow_through downside_breakout_follow_through observed_liquidation_imbalance_5s buy_no_progress_ratio_1s sell_no_progress_ratio_1s","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020 CD-G01-006","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic liquidation_event_fresh","PREVIOUS_DAY_EXTREME","CD-G03-015 CD-G03-016","AVAILABLE","ALL predicate classes true with fresh evidence after prior transition; no snapshot shortcut.","HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","EVENT","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-PREVIOUS_DAY_EXTREME-001::E05","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-PREVIOUS_DAY_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Previous Day High","PAT-EXH-LIQUIDATION-CASCADE-END-001","PAT-EXH-LIQUIDATION-CASCADE-END-001::E05","STR-EXHAUSTION-REVERSAL","ADVANCE","S04_OBSERVED","S05_OBSERVED","OPR-071","absorption／price halt","ABSORPTION_STATE","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","SIDE_RESOLVED","CD-G16-001 CD-G16-002 CD-G09-026 CD-G09-030","bid_absorption_like_active ask_absorption_like_active buy_no_progress_ratio_1s sell_no_progress_ratio_1s","CD-G16-037 CD-G16-038","bid_passive_defense_failed ask_passive_defense_failed","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","PREVIOUS_DAY_EXTREME","CD-G03-015 CD-G03-016","AVAILABLE","ALL predicate classes true with fresh evidence after prior transition; no snapshot shortcut.","HYBRID","COMPOSITE_CONDITION_AVAILABLE","EVENT","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-PREVIOUS_DAY_EXTREME-001::E90","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-PREVIOUS_DAY_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Previous Day High","PAT-EXH-LIQUIDATION-CASCADE-END-001","PAT-EXH-LIQUIDATION-CASCADE-END-001::E90","STR-EXHAUSTION-REVERSAL","TERMINAL","S05_OBSERVED","S90_ORDER_READY","ENGINE-TERMINAL","SHORT_READY","ENGINE_TERMINAL","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","ENGINE_STATE","","","","","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent","PREVIOUS_DAY_EXTREME","CD-G03-015 CD-G03-016","AVAILABLE","Emit direction_READY to risk/execution gate only after prior state completed.","HYBRID","ENGINE_NATIVE","EVENT","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-PREVIOUS_DAY_EXTREME-001::E98","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-PREVIOUS_DAY_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Previous Day High","PAT-EXH-LIQUIDATION-CASCADE-END-001","PAT-EXH-LIQUIDATION-CASCADE-END-001::E98","STR-EXHAUSTION-REVERSAL","INVALIDATE","ANY_ACTIVE_STATE","S98_INVALIDATED","INV-015","liquidation後もspot／aggressive flowとacceptance継続","COMPOSITE_INVALIDATION LIQUIDATION_FLOW PRICE_ACCEPTANCE TAPE_AGGRESSION","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G12-024 CD-G12-027 CD-G12-030 CD-G16-046 CD-G16-047 CD-G16-017 CD-G16-018 CD-G11-029 CD-G11-031 CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","observed_liquidation_buy_notional_5s observed_liquidation_sell_notional_5s observed_liquidation_imbalance_5s observed_liquidation_led_upmove observed_liquidation_led_downmove acceptance_above_reference acceptance_below_reference acceptance_above_value_session acceptance_below_value_session buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G12-030 CD-G16-023 CD-G16-024 CD-G16-007 CD-G16-008","observed_liquidation_imbalance_5s upside_breakout_failure downside_breakout_failure buyer_fade_active seller_fade_active","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-006 CD-G01-027 CD-G01-005 CD-G01-019","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned liquidation_event_fresh window_complete trade_event_fresh persistence_confirmed","PREVIOUS_DAY_EXTREME","CD-G03-015 CD-G03-016","AVAILABLE","ANY invalidation atom true terminates instance.","HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","EVENT","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-PREVIOUS_DAY_EXTREME-001::E99","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-PREVIOUS_DAY_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Previous Day High","PAT-EXH-LIQUIDATION-CASCADE-END-001","PAT-EXH-LIQUIDATION-CASCADE-END-001::E99","STR-EXHAUSTION-REVERSAL","EXPIRE","ANY_ACTIVE_STATE","S99_EXPIRED","ENGINE-EXPIRY","expiry_class=EVENTの較正済み期限到達","ENGINE_EXPIRY","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","ENGINE_TIME","","","","","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent","PREVIOUS_DAY_EXTREME","CD-G03-015 CD-G03-016","AVAILABLE","Versioned deadline reached before terminal; expire without intent.","HYBRID","ENGINE_NATIVE","EVENT","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001::E00","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Rolling 5m High","PAT-EXH-LIQUIDATION-CASCADE-END-001","","STR-EXHAUSTION-REVERSAL","LOCATION_ARM","S00_ARMED_BY_HOOK","V00_LOCATION_CONTEXT_CONFIRMED","LOC::ROLLING_5M_EXTREME","Rolling 5m High context confirmed","LOCATION_CONTEXT","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","VARIANT_LOCATION","CD-G03-025 CD-G03-026","distance_to_rolling_5m_high relation_to_rolling_5m_high","","","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ROLLING_5M_EXTREME","CD-G03-025 CD-G03-026","AVAILABLE","At least one calibrated location route confirms context; candidates are OR routes.","HYBRID","VARIANT_LOCATION_SELECTOR","EVENT","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001::E01","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Rolling 5m High","PAT-EXH-LIQUIDATION-CASCADE-END-001","PAT-EXH-LIQUIDATION-CASCADE-END-001::E01","STR-EXHAUSTION-REVERSAL","ADVANCE","V00_LOCATION_CONTEXT_CONFIRMED","S01_OBSERVED","OPR-067","leveraged move","LIQUIDATION_FLOW","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","SIDE_RESOLVED","CD-G12-024 CD-G12-027 CD-G12-030 CD-G16-046 CD-G16-047","observed_liquidation_buy_notional_5s observed_liquidation_sell_notional_5s observed_liquidation_imbalance_5s observed_liquidation_led_upmove observed_liquidation_led_downmove","CD-G12-030","observed_liquidation_imbalance_5s","CD-G01-006 CD-G01-009 CD-G01-011 CD-G01-021 CD-G01-027","liquidation_event_fresh exchange_clock_aligned event_order_monotonic cross_source_time_aligned window_complete","ROLLING_5M_EXTREME","CD-G03-025 CD-G03-026","AVAILABLE","ALL predicate classes true with fresh evidence after prior transition; no snapshot shortcut.","HYBRID","COMPOSITE_CONDITION_AVAILABLE","EVENT","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001::E02","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Rolling 5m High","PAT-EXH-LIQUIDATION-CASCADE-END-001","PAT-EXH-LIQUIDATION-CASCADE-END-001::E02","STR-EXHAUSTION-REVERSAL","ADVANCE","S01_OBSERVED","S02_OBSERVED","OPR-068","liquidation増加","LIQUIDATION_FLOW","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","SIDE_RESOLVED","CD-G12-024 CD-G12-027 CD-G12-030 CD-G16-046 CD-G16-047","observed_liquidation_buy_notional_5s observed_liquidation_sell_notional_5s observed_liquidation_imbalance_5s observed_liquidation_led_upmove observed_liquidation_led_downmove","CD-G12-030","observed_liquidation_imbalance_5s","CD-G01-006 CD-G01-009 CD-G01-011 CD-G01-021 CD-G01-027","liquidation_event_fresh exchange_clock_aligned event_order_monotonic cross_source_time_aligned window_complete","ROLLING_5M_EXTREME","CD-G03-025 CD-G03-026","AVAILABLE","ALL predicate classes true with fresh evidence after prior transition; no snapshot shortcut.","HYBRID","COMPOSITE_CONDITION_AVAILABLE","EVENT","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001::E03","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Rolling 5m High","PAT-EXH-LIQUIDATION-CASCADE-END-001","PAT-EXH-LIQUIDATION-CASCADE-END-001::E03","STR-EXHAUSTION-REVERSAL","ADVANCE","S02_OBSERVED","S03_OBSERVED","OPR-069","cascade spike","LIQUIDATION_FLOW","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","SIDE_RESOLVED","CD-G12-024 CD-G12-027 CD-G12-030 CD-G16-046 CD-G16-047","observed_liquidation_buy_notional_5s observed_liquidation_sell_notional_5s observed_liquidation_imbalance_5s observed_liquidation_led_upmove observed_liquidation_led_downmove","CD-G12-030","observed_liquidation_imbalance_5s","CD-G01-006 CD-G01-009 CD-G01-011 CD-G01-021 CD-G01-027","liquidation_event_fresh exchange_clock_aligned event_order_monotonic cross_source_time_aligned window_complete","ROLLING_5M_EXTREME","CD-G03-025 CD-G03-026","AVAILABLE","ALL predicate classes true with fresh evidence after prior transition; no snapshot shortcut.","HYBRID","COMPOSITE_CONDITION_AVAILABLE","EVENT","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001::E04","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Rolling 5m High","PAT-EXH-LIQUIDATION-CASCADE-END-001","PAT-EXH-LIQUIDATION-CASCADE-END-001::E04","STR-EXHAUSTION-REVERSAL","ADVANCE","S03_OBSERVED","S04_OBSERVED","OPR-070","forced flow peak後にorganic follow-through欠如","BREAKOUT_FAILURE LIQUIDATION_FLOW PRICE_PROGRESS","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","SIDE_RESOLVED","CD-G16-023 CD-G16-024 CD-G09-034 CD-G09-038 CD-G12-024 CD-G12-027 CD-G12-030 CD-G16-046 CD-G16-047 CD-G09-002 CD-G09-006 CD-G09-018 CD-G09-022 CD-G16-021 CD-G16-022","upside_breakout_failure downside_breakout_failure reversion_from_window_high_1s reversion_from_window_low_1s observed_liquidation_buy_notional_5s observed_liquidation_sell_notional_5s observed_liquidation_imbalance_5s observed_liquidation_led_upmove observed_liquidation_led_downmove upward_progress_ticks_1s downward_progress_ticks_1s buy_efficiency_1s sell_efficiency_1s upside_breakout_follow_through downside_breakout_follow_through","CD-G16-021 CD-G16-022 CD-G12-030 CD-G09-026 CD-G09-030","upside_breakout_follow_through downside_breakout_follow_through observed_liquidation_imbalance_5s buy_no_progress_ratio_1s sell_no_progress_ratio_1s","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020 CD-G01-006","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic liquidation_event_fresh","ROLLING_5M_EXTREME","CD-G03-025 CD-G03-026","AVAILABLE","ALL predicate classes true with fresh evidence after prior transition; no snapshot shortcut.","HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED","EVENT","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001::E05","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Rolling 5m High","PAT-EXH-LIQUIDATION-CASCADE-END-001","PAT-EXH-LIQUIDATION-CASCADE-END-001::E05","STR-EXHAUSTION-REVERSAL","ADVANCE","S04_OBSERVED","S05_OBSERVED","OPR-071","absorption／price halt","ABSORPTION_STATE","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","SIDE_RESOLVED","CD-G16-001 CD-G16-002 CD-G09-026 CD-G09-030","bid_absorption_like_active ask_absorption_like_active buy_no_progress_ratio_1s sell_no_progress_ratio_1s","CD-G16-037 CD-G16-038","bid_passive_defense_failed ask_passive_defense_failed","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","ROLLING_5M_EXTREME","CD-G03-025 CD-G03-026","AVAILABLE","ALL predicate classes true with fresh evidence after prior transition; no snapshot shortcut.","HYBRID","COMPOSITE_CONDITION_AVAILABLE","EVENT","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001::E90","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Rolling 5m High","PAT-EXH-LIQUIDATION-CASCADE-END-001","PAT-EXH-LIQUIDATION-CASCADE-END-001::E90","STR-EXHAUSTION-REVERSAL","TERMINAL","S05_OBSERVED","S90_ORDER_READY","ENGINE-TERMINAL","SHORT_READY","ENGINE_TERMINAL","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","ENGINE_STATE","","","","","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent","ROLLING_5M_EXTREME","CD-G03-025 CD-G03-026","AVAILABLE","Emit direction_READY to risk/execution gate only after prior state completed.","HYBRID","ENGINE_NATIVE","EVENT","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001::E98","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Rolling 5m High","PAT-EXH-LIQUIDATION-CASCADE-END-001","PAT-EXH-LIQUIDATION-CASCADE-END-001::E98","STR-EXHAUSTION-REVERSAL","INVALIDATE","ANY_ACTIVE_STATE","S98_INVALIDATED","INV-015","liquidation後もspot／aggressive flowとacceptance継続","COMPOSITE_INVALIDATION LIQUIDATION_FLOW PRICE_ACCEPTANCE TAPE_AGGRESSION","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","ANY_MATCHED_ATOM SIDE_RESOLVED","CD-G12-024 CD-G12-027 CD-G12-030 CD-G16-046 CD-G16-047 CD-G16-017 CD-G16-018 CD-G11-029 CD-G11-031 CD-G08-002 CD-G08-014 CD-G08-017 CD-G08-023 CD-G08-026 CD-G08-038 CD-G08-041 CD-G08-047 CD-G10-002","observed_liquidation_buy_notional_5s observed_liquidation_sell_notional_5s observed_liquidation_imbalance_5s observed_liquidation_led_upmove observed_liquidation_led_downmove acceptance_above_reference acceptance_below_reference acceptance_above_value_session acceptance_below_value_session buy_market_volume_1s buy_large_trade_count_1s buy_trade_rate_1s buy_side_share_1s sell_market_volume_1s sell_large_trade_count_1s sell_trade_rate_1s sell_side_share_1s trade_delta_5s","CD-G12-030 CD-G16-023 CD-G16-024 CD-G16-007 CD-G16-008","observed_liquidation_imbalance_5s upside_breakout_failure downside_breakout_failure buyer_fade_active seller_fade_active","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016 CD-G01-021 CD-G01-006 CD-G01-027 CD-G01-005 CD-G01-019","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent cross_source_time_aligned liquidation_event_fresh window_complete trade_event_fresh persistence_confirmed","ROLLING_5M_EXTREME","CD-G03-025 CD-G03-026","AVAILABLE","ANY invalidation atom true terminates instance.","HYBRID","COMPOSITE_CONDITION_AVAILABLE DERIVED_EVALUATOR_REQUIRED ENGINE_NATIVE","EVENT","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001::E99","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-ROLLING_5M_EXTREME-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Rolling 5m High","PAT-EXH-LIQUIDATION-CASCADE-END-001","PAT-EXH-LIQUIDATION-CASCADE-END-001::E99","STR-EXHAUSTION-REVERSAL","EXPIRE","ANY_ACTIVE_STATE","S99_EXPIRED","ENGINE-EXPIRY","expiry_class=EVENTの較正済み期限到達","ENGINE_EXPIRY","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","ENGINE_TIME","","","","","CD-G01-009 CD-G01-010 CD-G01-011 CD-G01-016","exchange_clock_aligned receive_clock_monotonic event_order_monotonic duplicate_event_absent","ROLLING_5M_EXTREME","CD-G03-025 CD-G03-026","AVAILABLE","Versioned deadline reached before terminal; expire without intent.","HYBRID","ENGINE_NATIVE","EVENT","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-VALUE_AREA_EDGE-001::E00","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-VALUE_AREA_EDGE-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Value Area High","PAT-EXH-LIQUIDATION-CASCADE-END-001","","STR-EXHAUSTION-REVERSAL","LOCATION_ARM","S00_ARMED_BY_HOOK","V00_LOCATION_CONTEXT_CONFIRMED","LOC::VALUE_AREA_EDGE","Value Area High context confirmed","LOCATION_CONTEXT","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","VARIANT_LOCATION","CD-G03-043 CD-G03-044 CD-G11-003 CD-G11-004","distance_to_profile_vah relation_to_profile_vah value_area_high_distance_session value_area_high_distance_rolling_1h","","","CD-G01-005 CD-G01-009 CD-G01-011 CD-G01-019 CD-G01-021 CD-G01-027 CD-G01-001 CD-G01-002 CD-G01-004 CD-G01-020","trade_event_fresh exchange_clock_aligned event_order_monotonic persistence_confirmed cross_source_time_aligned window_complete depth_book_synced depth_sequence_contiguous depth_event_fresh market_state_atomic","VALUE_AREA_EDGE","CD-G03-043 CD-G03-044 CD-G11-003 CD-G11-004","AVAILABLE","At least one calibrated location route confirms context; candidates are OR routes.","HYBRID","VARIANT_LOCATION_SELECTOR","EVENT","UNVALIDATED"
"VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-VALUE_AREA_EDGE-001::E01","VAR-EXH-LIQUIDATION-CASCADE-END-SHORT-VALUE_AREA_EDGE-001","Exhaustion Reversal / Liquidation Cascade / Organic Flow Failure / SHORT / Value Area High","PAT-EXH-LIQUIDATION-CASCADE-END-001","PAT-EXH-LIQUIDATION-CASCADE-END-001::E01","STR-EXHAUSTION-REVERSAL","ADVANCE","V00_LOCATION_CONTEXT_CONFIRMED","S01_OBSERVED","OPR-067","leveraged move","LIQUIDATION_FLOW","DYNAMIC_FROM_PATTERN_CONTEXT","SHORT","SIDE_RESOLVED","CD-G12-024 CD-G12-027 CD-G12-030 CD-G16-046 CD-G16-047","observed_liquidation_buy_notional_5s observed_liquidation_sell_notional_5s observed_liquidation_imbalance_5s observed_liquidation_led_upmove observed_liquidation_led_downmove","CD-G12-030","observed_liquidation_imbalance_5s","CD-G01-006 CD-G01-009 CD-G01-011 CD-G01-021 CD-G01-027","liquidation_event_fresh exchange_clock_aligned event_order_monotonic cross_source_time_aligned window_complete","VALUE_AREA_EDGE","CD-G03-043 CD-G03-044 CD-G11-003 CD-G11-004","AVAILABLE","ALL predicate classes true with fresh evidence after prior transition; no snapshot shortcut.","HYBRID","COMPOSITE_CONDITION_AVAILABLE","EVENT","UNVALIDATED"
